Source,Target,Label,Weight
전자공학,전자공학,phD,2
전자공학,전자공학,phD,2
전자공학,전기공학,phD,2
전자공학,전자공학,phD,2
전자공학,전기공학,phD,2
전자공학,전자공학,phD,2
전자공학,전기전자공학,phD,2
전자공학,전기및통신공학,phD,2
전자공학,전기및전자공학,phD,2
전자공학,응용전자공학,phD,2
전자공학,전자공학,phD,2
전자공학,전자공학,phD,2
전자공학,전자공학,phD,2
전자공학,전자공학,phD,2
전자전기공학,전기및전자공학,phD,2
제어공학,제어공학,phD,2
초고주파 공학,초고주파 공학,phD,2
컴퓨터공학,컴퓨터공학,phD,2
컴퓨터공학,신호처리학,phD,2
통신공학,통신공학,phD,2
제어계측,전자.컴퓨터공학,phD,2
제어계측,제어계측,phD,2
제어계측공학,전기컴퓨터공학,phD,2
컴퓨터공학,전기컴퓨터공학,phD,2
컴퓨터과학,컴퓨터,phD,2
반도체공학,반도체공학,phD,2
화학,화학,phD,2
계산통계학,정보공학,phD,2
전자계산학,전자계산학,phD,2
기계공학,전자전산공학,phD,2
물리학,전기공학,phD,2
이미징공학,컴퓨터공학,phD,2
전산학,전산학,phD,2
컴퓨터과학,컴퓨터과학,phD,2
전산,전산,phD,2
전기공학,전기공학,phD,2
컴퓨터과학,컴퓨터과학,phD,2
전산,전산,phD,2
전산,전산,phD,2
전산학,전산학,phD,2
전자계산학,컴퓨터공학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
컴퓨터과학,컴퓨터과학,phD,2
전기및전자학,EE/CSL,phD,2
통신,전산학,phD,2
컴퓨터공학,컴퓨터공학,phD,2
전자계산기공학,전자공학,phD,2
데이터베이스,데이터베이스,phD,2
전산,전산,phD,2
전산학,전산학,phD,2
전산학,"컴퓨터,정보,제어공학",phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
전자공학,정보공학,phD,2
전자공학,컴퓨터공학,phD,2
전자공학,전자공학,phD,2
조선공학,전산학,phD,2
전자공학,전자공학,phD,2
정보공학,전산,phD,2
컴퓨터공학,컴퓨터공학,phD,2
컴퓨터공학,전산정보학,phD,2
컴퓨터과학,공학계,phD,2
컴퓨터과학,컴퓨터과학,phD,2
기계공학,기계공학,phD,2
기계공학,기계공학,phD,2
기계공학,기계공학,phD,2
전자공학,항공우주공학,phD,2
전자공학,전기공학,phD,2
토목환경공학,토목환경공학,phD,2
산업공학,산업공학,phD,2
정보처리시스템,정보과학,phD,2
정보컴퓨터과학,정보과학,phD,2
전산학,전산학,phD,2
전산학,전산학,phD,2
컴퓨터공학,컴퓨터공학,phD,2
기계설계학,기계공학,phD,2
유체역학,연소학,phD,2
항공우주공학,항공우주공학,phD,2
항공공학,항공우주공학,phD,2
항공공학,항공공학,phD,2
항공공학,항공공학,phD,2
항공공학,항공공학,phD,2
항공공학,항공우주공학,phD,2
항공공학,항공공학,phD,2
항공우주공학,항공우주공학,phD,2
항공우주공학,기계,phD,2
항공우주공학,항공우주공학,phD,2
항공우주공학,항공우주공학,phD,2
물리화학,물리화학,phD,2
화학,화학,phD,2
물리학,생물물리학,phD,2
화학,고분자화학,phD,2
생물공학,화학공학,phD,2
약학,화학,phD,2
무기화학,무기화학,phD,2
물리화학,물리화학,phD,2
분석화학,분석화학,phD,2
생화학,생화학,phD,2
화학,화학,phD,2
화학,물리화학,phD,2
화학,화학,phD,2
화학,화학,phD,2
화학,생화학,phD,2
화학,화학,phD,2
화학,생화학,phD,2
화학,화학,phD,2
화학,화학,phD,2
화학,화학,phD,2
화학,화학,phD,2
화학,화학,phD,2
수학,회계,phD,2
Coputing Software and Systems Design,인공지능학,phD,2
응용물리학,응용물리학,phD,2
수학,수학,phD,2
전기,기하학,phD,2
토목환경공학,경영과학,phD,2
화학공학,화학공학,석박통합과정,2
화학공학,화학공학,석박통합과정,2
화학공학,화학공학,석박통합과정,2
화학,화학,석박통합과정,2
화학,화학,석박통합과정,2
화학,화학,석박통합과정,2
화학,화학,석박통합과정,2
화학,화학,석박통합과정,2
조선해양공학,해양학,석박통합과정,2
항공공학,항공공학,석박통합과정,2
토목공학,토목공학,석박통합과정,2
철학,철학,석박통합과정,2
경영학,재무학,석박통합과정,2
경영학,재무관리,석박통합과정,2
금속재료공학,재료공학,석박통합과정,2
세라믹공학,재료공학,석박통합과정,2
재료공학,재료공학,석박통합과정,2
재료공학,재료공학,석박통합과정,2
의학,의학,석박통합과정,2
의학,의과학과,석박통합과정,2
물리학,응용물리학,석박통합과정,2
우주공학,우주공학,석박통합과정,2
신경과학,신경과학,석박통합과정,2
수학,수학,석박통합과정,2
수학,수학,석박통합과정,2
물리학,수학,석박통합과정,2
수학,수학,석박통합과정,2
수학,수학,석박통합과정,2
수학,수학,석박통합과정,2
수학,수학,석박통합과정,2
생화학,생화학,석박통합과정,2
의학,생화학,석박통합과정,2
생물공학,생물학,석박통합과정,2
생물학,생물학,석박통합과정,2
화학공학,생명화학공학,석박통합과정,2
생물교육,생명과학,석박통합과정,2
생물과학,생명공학,석박통합과정,2
산업공학,산업공학,석박통합과정,2
화학,물리화학,석박통합과정,2
물리학,물리학,석박통합과정,2
물리학,물리학,석박통합과정,2
물리학,물리학,석박통합과정,2
물리학,물리학,석박통합과정,2
물리학,물리학,석박통합과정,2
물리,물리,석박통합과정,2
물리,물리,석박통합과정,2
물리,물리,석박통합과정,2
조선공학,동역학,석박통합과정,2
환경공학,기계공학,석박통합과정,2
금속공학,금속공학,석박통합과정,2
경제학,경제학,석박통합과정,2
정치학,경영학,석박통합과정,2
생물학,Sensory Neuroscience,석박통합과정,2
전기공학,"Program in Science, Technology, and Society",석박통합과정,2
